split_id,tree,depth,node_id,feature_idx,binned_gain,exact_gain,retention,n_samples_in_node
1,12,1,2,6,2.51696450,2.51696411,1.00000000,150
1,12,2,3,21,4.47302384,4.73360268,0.94495126,287
1,12,2,4,24,0.18831099,0.18831103,0.99999979,19
1,12,2,5,1,1.70127170,2.22657791,0.76407463,17
1,13,1,1,27,3.65137110,3.66456758,0.99639890,262
1,13,1,2,26,5.61438039,7.51490190,0.74709962,194
1,13,2,3,28,2.12971224,2.12971148,1.00000000,252
1,13,2,6,27,1.83193006,3.24896248,0.56385079,175
1,14,1,1,21,3.42773713,3.52998284,0.97103507,277
1,14,1,2,21,3.15826476,4.02513605,0.78463553,179
1,14,2,3,12,1.96821221,1.96821346,0.99999937,235
1,14,2,4,23,3.70814271,3.70814309,0.99999990,42
1,14,2,5,7,2.26143223,3.24086097,0.69778748,46
1,14,2,6,27,0.28830151,0.47692551,0.60450007,133
2,0,0,0,7,301.69363796,301.69361714,1.00000000,456
2,0,1,1,23,18.76215146,18.76215016,1.00000000,275
2,0,1,2,23,28.66558989,33.37509709,0.85889158,181
2,0,2,3,27,0.25088711,0.25088715,0.99999984,260
2,0,2,4,1,3.59697841,3.59697828,1.00000000,15
2,0,2,5,21,15.18105103,15.18105030,1.00000000,31
2,0,2,6,12,3.33983755,3.33983732,1.00000000,150
2,1,1,1,23,15.79270389,15.79270387,1.00000000,275
2,1,1,2,26,21.18784638,27.99448257,0.75685794,181
2,1,2,3,27,0.13764145,0.28911483,0.47607883,260
2,1,2,4,1,3.03065631,3.03065683,0.99999983,15
2,1,2,5,0,7.31256627,7.31256635,0.99999999,20
2,1,2,6,22,3.83431812,6.30771991,0.60787704,161
2,2,1,1,23,13.48091133,13.56876981,0.99352495,275
2,2,1,2,22,16.21175698,17.37501538,0.93304994,181
2,2,2,3,27,0.07678683,0.42033164,0.18268154,260
2,2,2,4,1,2.57358359,2.57358359,1.00000000,15
2,2,2,5,21,17.43823713,18.23892688,0.95609995,52
2,3,1,1,27,16.75551283,18.91561302,0.88580332,281
2,3,1,2,21,9.90083344,11.76654774,0.84143911,175
2,3,2,3,27,0.74988392,1.95397289,0.38377397,261
2,3,2,4,28,3.67845281,3.67845276,1.00000000,20
2,3,2,5,7,5.95560721,5.95560770,0.99999992,19
2,3,2,6,20,3.13925802,5.77852251,0.54326309,156
2,4,1,1,23,9.36054528,9.63465714,0.97154939,275
2,4,1,2,26,10.85591446,14.81705929,0.73266323,181
2,4,2,3,21,0.56985338,1.65344666,0.34464576,260
2,4,2,4,0,1.90159412,1.90159406,1.00000000,15
2,4,2,5,0,4.42691332,4.42691330,1.00000000,20
2,4,2,6,1,3.03252015,4.37258536,0.69353023,161
2,5,1,1,22,15.64431842,15.64431741,1.00000000,303
2,5,1,2,13,6.18284684,7.46923061,0.82777560,153
2,5,2,3,27,0.48234794,1.48090456,0.32571170,261
2,5,2,4,21,5.82739063,5.82739061,1.00000000,42
2,5,2,5,1,2.05610689,2.05610678,1.00000000,12
2,5,2,6,6,0.73465069,1.07081934,0.68606408,141
2,6,1,1,27,16.26976521,16.43700330,0.98982551,310
2,6,1,2,6,3.72411529,3.72411550,0.99999994,146
2,6,2,3,1,3.46628399,3.78522702,0.91574005,291
2,6,2,4,22,0.10539797,0.10539805,0.99999927,19
2,6,2,5,1,2.28353071,2.69601460,0.84700235,14
2,7,1,1,28,2.62586190,2.62586158,1.00000000,244
2,7,1,2,27,10.91346832,12.65701055,0.86224692,212
2,7,2,3,24,0.07407736,0.29731523,0.24915427,239
2,7,2,5,1,3.87118670,4.36296319,0.88728383,40
2,7,2,6,21,3.26618813,4.41185872,0.74032020,172
2,8,1,1,23,5.82997828,6.14200755,0.94919751,275
2,8,1,2,21,6.20672208,7.31183205,0.84886005,181
2,8,2,3,19,1.09691048,1.09691070,0.99999980,260
2,8,2,4,28,1.44963401,1.44963389,1.00000000,15
2,8,2,5,22,7.39959098,7.39959129,0.99999996,48
2,8,2,6,26,0.14043766,0.14043787,0.99999855,133
2,9,1,1,27,1.81141782,1.81141759,1.00000000,244
2,9,1,2,27,7.99296834,9.30223578,0.85925239,212
2,9,2,3,24,0.09212209,0.18596919,0.49536211,239
2,9,2,5,1,4.17900412,4.92010152,0.84937356,67
2,9,2,6,4,0.39317021,0.71769089,0.54782667,145
2,10,1,1,27,8.76613399,9.79837759,0.89465158,310
2,10,1,2,6,2.58456983,2.58456943,1.00000000,146
2,10,2,3,1,0.17580291,0.45055785,0.39018944,260
2,10,2,4,21,4.33395364,4.91209634,0.88230225,50
2,10,2,5,1,1.51698264,1.91572859,0.79185676,14
2,11,1,1,26,1.54652965,1.65846654,0.93250579,244
2,11,1,2,24,6.43487873,7.04654198,0.91319668,212
2,11,2,4,7,0.12466807,0.12466809,0.99999982,13
2,11,2,5,20,7.28483484,7.28483565,0.99999989,99
2,11,2,6,21,0.70781048,0.91378483,0.77459206,113
2,12,1,1,27,6.59099334,7.63807153,0.86291328,310
2,12,1,2,6,2.19088272,2.19088168,1.00000000,146
2,12,2,3,1,3.52212704,3.79622797,0.92779651,291
2,12,2,4,13,0.16218548,0.16218535,1.00000000,19
2,12,2,5,1,1.27845728,1.64598164,0.77671418,14
2,13,1,1,24,1.41038622,1.85758386,0.75925844,244
2,13,1,2,24,5.01984740,5.48498246,0.91519844,212
2,13,2,5,1,5.19269308,5.88521874,0.88232797,99
2,13,2,6,21,0.61572353,0.61572362,0.99999986,113
2,14,1,1,23,2.99733005,3.48362707,0.86040497,275
2,14,1,2,21,3.19251750,3.92598878,0.81317540,181
2,14,2,3,21,1.49577927,2.29388164,0.65207343,260
2,14,2,4,1,0.78472472,0.78472474,0.99999997,15
2,14,2,5,22,3.04536240,3.04536225,1.00000000,48
2,14,2,6,6,0.09999837,0.09999831,1.00000000,133
